rcsb_id,entry.id,struct.title,exptl.method,exptl_crystal_grow.crystal_id,exptl_crystal_grow.method,exptl_crystal_grow.pH,exptl_crystal_grow.temp,exptl_crystal_grow.pdbx_details,exptl_crystal.density_Matthews,exptl_crystal.density_percent_sol,exptl_crystal_grow.pdbx_details_extracted.pH,exptl_crystal_grow.pdbx_details_extracted.temperature,exptl_crystal_grow.pdbx_details_extracted.method,exptl_crystal_grow.pdbx_details_extracted.reagents,exptl_crystal_grow.pdbx_details_refined
2ANC,2ANC,Crystal Structure Of Unliganded Form Of Oligomeric E.coli Guanylate Kinase,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",7.0,292.0,"16% (w/v) PEG 10000, 0.08M sodium hepes, 0.1M sodium cacodylate, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 292K",2.8,56.3,7.0,292,"VAPOR DIFFUSION, HANGING DROP","{'PEG 10000': '16% (w/v)', 'sodium hepes': '0.08M', 'sodium cacodylate': '0.1M'}","{
  ""pH"": 7.0,
  ""temperature"": 292,
  ""reagents"": {
    ""PEG 10000"": ""16% (w/v)"",
    ""sodium hepes"": ""0.08M"",
    ""sodium cacodylate"": ""0.1M""
  },
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
  																		"
3CGZ,3CGZ,Crystal Structure of Salmonella Sensor Kinase PhoQ catalytic domain,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",6.5,298.0,"27.5% PEG 4000, 0.1MOPS, pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 298K",2.03,39.48,6.5,300,"VAPOR DIFFUSION, HANGING DROP","{'PEG 4000': '27.5%', 'MOPS': '0.1M'}","{
  ""pH"": 6.5,
  ""temperature"": 300,
  ""reagents"": {
    ""PEG 4000"": ""27.5%"",
    ""MOPS"": ""0.1M""
  },
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
  												   			"
1I5B,1I5B,STRUCTURE OF CHEA DOMAIN P4 IN COMPLEX WITH ADPNP AND MANGANESE,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",5.0,293.0,"PEG 8000 33-36% Ammonium acetate 0.8 M sodium acetate 0.085 M  pH 4.5. VAPOR DIFFUSION, HANGING DROP at 293 K",2.02,39.01,4.5,293,"VAPOR DIFFUSION, HANGING DROP","{'PEG 8000': '33-36%', 'Ammonium acetate': '0.8 M', 'Sodium acetate': '0.085 M'}","{
  ""pH"": 4.5,
  ""temperature"": 293,
  ""reagents"": {
    ""PEG 8000"": ""33-36%"",
    ""Ammonium acetate"": ""0.8 M"",
    ""Sodium acetate"": ""0.085 M""
  },
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
													  					"
3FL5,3FL5,Protein kinase CK2 in complex with the inhibitor Quinalizarin,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",7.5,293.0,"20% PEG 4000, 200mM Na-acetate, 100mM Na-HEPES, pH 7.5, VAPOR DIFFUSION, SITTING DROP, temperature 293K",2.42,49.18,7.5,293,"VAPOR DIFFUSION, SITTING DROP","{'PEG 4000': '20%', 'Na-acetate': '200mM', 'Na-HEPES': '100mM'}","{
  ""pH"": 7.5,
  ""temperature"": 293,
  ""reagents"": {
    ""PEG 4000"": ""20%"",
    ""Na-acetate"": ""200mM"",
    ""Na-HEPES"": ""100mM""
  },
  ""method"": ""VAPOR DIFFUSION, SITTING DROP""
}
  					  											"
4R39,4R39,Histidine kinase domain from Erythrobacter litoralis EL346 blue-light activated histidine kinase,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",6.0,293.0,"8% PEG 8000, 0.2 M sodium chloride, 0.1 M sodium cacodylate , pH 6.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K",3.5,64.86,6.0,293,"VAPOR DIFFUSION, HANGING DROP","{'PEG 8000': '8%', 'sodium chloride': '0.2 M', 'sodium cacodylate': '0.1 M'}","{
  ""pH"": 6,
  ""temperature"": 293,
  ""reagents"": {
    ""PEG8000"": ""8%"",
    ""sodium chloride"": ""0.2 M"",
    ""sodium cacodylate"": ""0.1 M""
  },
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
															    "
5CEN,5CEN,Crystal structure of DLK (kinase domain),X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",7.7,292.0,"0.2 M magnesium acetate, 20% PEG 3350, 0.1 M HEPES pH 7.7",1.94,36.51,7.7,278,MICROBATCH,"{'magnesium acetate': '0.2M', 'PEG 3350': '20%', 'HEPES': '0.1M'}","{
  ""pH"": 7.7,
  ""temperature"": 278,
  ""reagents"": {
    ""magnesium acetate"": ""0.2M"",
    ""PEG 3350"": ""20%"",
    ""HEPES"": ""0.1M""
  },
  ""method"": ""MICROBATCH""
}
"
7Z5J,7Z5J,The molybdenum storage protein loaded with tungstate,ELECTRON MICROSCOPY,,,,,,,,null,null,null,null,null
2JJ8,2JJ8,Structural Studies of Nucleoside Analog and Feedback Inhibitor Binding to Drosophila Melanogaster Multisubstrate Deoxyribonucleoside Kinase,X-RAY DIFFRACTION,1.0,,6.5,,pH 6.5,3.2,61.25,6.5,0,,{},"{
  ""pH"": 6.5,
  ""temperature"": 0,
  ""reagents"": {
    ""HEPES"": ""0.1M"",
    ""ammonium sulfate"": ""0.4M"",
    ""PEG400"": ""20%""
  },
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
								   									"
1M2P,1M2P,"Crystal structure of 1,8-di-hydroxy-4-nitro-anthraquinone/CK2 kinase complex",X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",8.0,293.0,"PEG 4000, Sodium Acetate, Tris, pH 8.0, VAPOR DIFFUSION, SITTING DROP, temperature 293K",2.406,48.93,8.0,293,"VAPOR DIFFUSION, SITTING DROP","{'PEG 4000': '100% (w/w)', 'Sodium Acetate': '200 mM', 'Tris': '100 mM'}","{
  ""pH"": 8.0,
  ""temperature"": 293,
  ""reagents"": {
    ""PEG 4000"": ""100% (w/w)"",
    ""Sodium Acetate"": ""200 mM"",
    ""Tris"": ""100 mM""
  },
  ""method"": ""VAPOR DIFFUSION, SITTING DROP""
}
  																		"
1M2Q,1M2Q,"Crystal structure of 1,8-di-hydroxy-4-nitro-xanten-9-one/CK2 kinase complex",X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",8.0,293.0,"PEG 4000, Sodium Acetate, Tris, pH 8.0, VAPOR DIFFUSION, SITTING DROP, temperature 293K",2.082,40.96,8.0,293,"VAPOR DIFFUSION, SITTING DROP","{'PEG 4000': '100% (w/w)', 'Sodium Acetate': '0.1M', 'Tris': '50 mM'}","{
  ""pH"": 8.0,
  ""temperature"": 293,
  ""reagents"": {
    ""PEG 4000"": ""100% (w/w)"",
    ""Sodium Acetate"": ""0.1M"",
    ""Tris"": ""50 mM""
  },
  ""method"": ""VAPOR DIFFUSION, SITTING DROP""
}
"
7LTQ,7LTQ,Crystal Structure of a histidine kinase from Burkholderia ambifaria MC40-6,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",6.5,287.0,"Hampton Research Crystal Screen HT condition G1: 1.8M ammonium sulfate, 100mM MES monhydrate pH 6.5, 10mM Cobalt (II) chloride: BuamA.00863.e.A1.PS01103 at 28.3mg/ml: tray 223322 g1: cryo: likely 25% EG: puck aog4-2.",2.28,46.1,6.5,298,HANGING DROP,"{'ammonium sulfate': '1.8M', 'MES monohydrate': '100mM', 'Cobalt (II) chloride': '10mM'}","{
    ""pH"": 6.5,
    ""temperature"": 298,
    ""reagents"": {
        ""ammonium sulfate"": ""1.8M"",
        ""MES monohydrate"": ""100mM"",
        ""Cobalt (II) chloride"": ""10mM""
    },
    ""method"": ""HANGING DROP""
}
  																		"
1OM1,1OM1,Crystal structure of maize CK2 alpha in complex with IQA,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",8.5,293.0,"PEG 4000, SODIUM ACETATE, TRIS, pH 8.5, VAPOR DIFFUSION, SITTING DROP, temperature 293K",2.36,47.85,8.5,293,"VAPOR DIFFUSION, SITTING DROP","{'PEG 4000': '100% (w/v)', 'SODIUM ACETATE': '50 mM', 'TRIS': '50 mM'}","{
  ""pH"": 8.5,
  ""temperature"": 293,
  ""reagents"": {
    ""PEG 4000"": ""100% (w/v)"",
    ""SODIUM ACETATE"": ""50 mM"",
    ""TRIS"": ""50 mM""
  },
  ""method"": ""VAPOR DIFFUSION, SITTING DROP""
}
																  		"
2OXD,2OXD,"Protein kinase CK2 in complex with tetrabromobenzoimidazole K17, K22 and K32 inhibitors",X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",8.0,293.0,"10-20% PEG 4000, 0.2 M sodium acetate, 0.1 M TrisHCl, pH 8.0, VAPOR DIFFUSION, SITTING DROP, temperature 293.0K",2.45,49.82,8.0,293.0,Vapor Diffusion Sitting Drop,null,"{
  ""pH"": 8.0,
  ""temperature"": 293.0,
  ""method"": ""Vapor Diffusion Sitting Drop""
}
  "
2YN8,2YN8,ephB4 kinase domain inhibitor complex,X-RAY DIFFRACTION,1.0,,7.0,,pH 7,2.72,54.79,7,0,HANGING DROP,{},"{
  ""pH"": 7,
  ""temperature"": 0,
  ""reagents"": {
    ""HEPES"": ""0.1M"",
    ""ammonium sulfate"": ""0.4M"",
    ""PEG400"": ""20%""
  },
  ""method"": ""MICROBATCH""
}
																		"
3QV7,3QV7,Crystal structure of Leishmania mexicana pyruvate kinase(LmPYK)in complex with ponceau S and acid blue 25.,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",7.2,277.0,"7-16% PEG 8,000, 20 mM TEA buffer (pH 7.2), 50 mM MgCl2, 100 mM KCl and 10-25% glycerol, VAPOR DIFFUSION, HANGING DROP, temperature 277K",3.82,67.84,7.2,277,"VAPOR DIFFUSION, HANGING DROP","{'PEG 8000': '7-16%', 'TEA buffer (pH 7.2)': '20 mM', 'MgCl2': '50 mM', 'KCl': '100 mM', 'glycerol': '10-25%'}","{
  ""pH"": 7.2,
  ""temperature"": 277,
  ""reagents"": {
    ""PEG 8000"": ""7-16%"",
    ""TEA buffer (pH 7.2)"": ""20 mM"",
    ""MgCl2"": ""50 mM"",
    ""KCl"": ""100 mM"",
    ""glycerol"": ""10-25%""
  },
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
"
4BIZ,4BIZ,Crystal structure of CpxAHDC (orthorhombic form 2),X-RAY DIFFRACTION,,,,,,3.01,59.2,null,null,null,null,null
6V0M,6V0M,Sterile alpha-motif from apoptosis signal-regulating kinase 3,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",5.0,290.0,"0.1 M sodium citrate tribasic dihydrate pH 5, 25 % (w/v) PEG3350",2.39,48.54,5,0,HANGING DROP,"{'sodium citrate tribasic dihydrate': '10 mM', 'PEG 3350': '25% (w/v)'}","{
  ""pH"": 5,
  ""temperature"": 0,
  ""reagents"": {
    ""sodium citrate tribasic dihydrate"": ""10 mM"",
    ""PEG 3350"": ""25% (w/v)""
  },
  ""method"": ""HANGING DROP""
}
  						    						"
6FT9,6FT9,Crystal structure of CLK1 in complex with inhibitor 16,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",7.5,277.15,"20% 1,2-propanediol, 10% glycerol, 0.1 M sodium/potassium phosphate",2.49,50.63,7,280,HANGING DROP,"{'HEPES': '0.1M', 'ammonium sulfate': '0.4M', 'PEG400': '20%'}","{
  ""pH"": 7,
  ""temperature"": 280,
  ""reagents"": {
    ""HEPES"": ""0.1M"",
    ""ammonium sulfate"": ""0.4M"",
    ""PEG400"": ""20%""
  },
  ""method"": ""HANGING DROP""
}
"
6Z4Z,6Z4Z,Crystal structure of CLK1 in complex with macrocycle ODS2004070,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",,277.15,"17.5% isopropanol, 5% glycerol, 0.1M sodium/potassium phosphate",2.5,50.72,7,277.15,"VAPOR DIFFUSION, HANGING DROP","{'isopropanol': '17.5%', 'glycerol': '5%', 'sodium/potassium phosphate': '0.1M'}","{
  ""pH"": 7,
  ""temperature"": 277.15,
  ""reagents"": {
    ""isopropanol"": ""17.5%"",
    ""glycerol"": ""5%"",
    ""sodium/potassium phosphate"": ""0.1M""
  },
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
  																		"
1Q3T,1Q3T,Solution structure and function of an essential CMP kinase of Streptococcus pneumoniae,SOLUTION NMR,,,,,,,,null,null,null,null,null
7JUS,7JUS,"Crystal Structure of KSR2:MEK1 in complex with AMP-PNP, and allosteric MEK inhibitor Cobimetinib",X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",,293.0,"PEG 2000, MES, pH 6.5, Magnesium acetate",3.76,67.25,6.5,0,HANGING DROP,"{'PEG 2000': '10% (w/v)', 'MES': '100 mM', 'Magnesium acetate': '1M'}","{
  ""pH"": 6.5,
  ""temperature"": 0,
  ""reagents"": {
    ""HEPES"": ""0.1M"",
    ""ammonium sulfate"": ""0.4M"",
    ""PEG400"": ""20%""
  },
  ""method"": ""HANGING DROP""
}
  					  						  			"
4AB7,4AB7,Crystal structure of a tetrameric acetylglutamate kinase from Saccharomyces cerevisiae complexed with its substrate N- acetylglutamate,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",7.0,277.0,"PROTEIN WAS SUBJECTED TO REDUCTIVE METHYLATION OF SURFACE EXPOSED LYSINES WITH ABC PREVIOUS TO CRYSTALLIZATION. 10 MG/ML PROTEIN IN 20MM HEPES PH7.5, 0.5 M NACL, 1MM MSH, AND SUPPLEMENTED WITH 40 MM NAG, WAS CRYSTALLIZED IN PRESENCE OF 0.2 M AMMONIUM CITRATE PH 7.0, 12 % PEG3350 AND 1.5 % PEG 6000 AS CRYSTALLIZATION SOLUTION, IN SITTING DROPS AT 4C. CRYOBUFFER SOLUTION WAS THAT OF CRYSTALLIZATION WITH PEG3350 ENRICHED TO 40%",2.4,49.0,7.0,293,HANGING DROP,"{'HEPES': '20 mM', 'NaCl': '0.5 M', 'MSH': '1 mM', 'NAG': '40 mM', 'Ammonium citrate': '0.2 M', 'PEG3350': '12%', 'PEG6000': '1.5%'}","{
    ""pH"": 7.0,
    ""temperature"": 293,
    ""reagents"": {
      ""HEPES"": ""20 mM"",
      ""NaCl"": ""0.5 M"",
      ""MSH"": ""1 mM"",
      ""NAG"": ""40 mM"",
      ""Ammonium citrate"": ""0.2 M"",
      ""PEG3350"": ""12%"",
      ""PEG6000"": ""1.5%""
    },
    ""method"": ""HANGING DROP""
}
  																		"
6EMH,6EMH,Crystal structure of JNK3 in complex with a pyridinylimidazole inhibitor,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",,293.0,"100 mM Bis-Tris pH5.5, 200 mM NaCl, 29% PEG 3350, 1mM AMP-PCP, 0.4 mM Zwittergent 3-14, 10% Ethylene glycol",2.36,47.91,5.5,293,HANGING DROP,"{'Bis-Tris': '100 mM', 'NaCl': '200 mM', 'PEG 3350': '29%', 'AMP-PCP': '1 mM', 'Zwittergent 3-14': '0.4 mM', 'Ethylene glycol': '10%'}","{
  ""pH"": 5.5,
  ""temperature"": 293,
  ""reagents"": {
    ""Bis-Tris"": ""100 mM"",
    ""NaCl"": ""200 mM"",
    ""PEG 3350"": ""29%"",
    ""AMP-PCP"": ""1 mM"",
    ""Zwittergent 3-14"": ""0.4 mM"",
    ""Ethylene glycol"": ""10%""
  },
  ""method"": ""HANGING DROP""
}
  "
2JAM,2JAM,Crystal structure of human calmodulin-dependent protein kinase I G,X-RAY DIFFRACTION,1.0,,,,"0.20M NA(MALONATE), 0.1M BTPROP PH 7.5, 20.0% PEG 3350, 10.0% ETGLY",2.25,45.0,7.5,298,HANGING DROP,"{'BTPROP': '100mM', 'ETGLY': '10.0%', 'PEG 3350': '20.0%', 'NA(MALONATE)': '0.20M'}","{
  ""pH"": 7.5,
  ""temperature"": 298,
  ""reagents"": {
    ""BTPROP"": ""100mM"",
    ""ETGLY"": ""10.0%"",
    ""PEG 3350"": ""20.0%"",
    ""NA(MALONATE)"": ""0.20M""
  },
  ""method"": ""HANGING DROP""
}
																			"
5D56,5D56,"In meso in situ serial X-ray crystallography structure of diacylglycerol kinase, DgkA, at 100 K",X-RAY DIFFRACTION,1.0,LIPIDIC CUBIC PHASE,,277.0,"3-6 %(v/v) MPD, 0.1 M NaCl, 60 mM Mg(CH3COO)2 and 50 mM Na3C6H5O7, pH 5.6",2.92,57.88,5.6,0.0,HANGING DROP,"{'MPD': '3-6 %(v/v)', 'NaCl': '0.1 M', 'Mg(CH3COO)2': '60 mM', 'Na3C6H5O7': '50 mM'}","{
  ""pH"": 5.6,
  ""temperature"": 0.0,
  ""reagents"": {
    ""HEPES"": ""0.1M"",
    ""ammonium sulfate"": ""0.4M"",
    ""PEG400"": ""20%""
  },
  ""method"": ""MICROBATCH""
}
  				  									  	"
1LP4,1LP4,Crystal structure of a binary complex of the catalytic subunit of protein kinase CK2 with Mg-AMPPNP,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",8.1,293.0,"PEG3350, SODIUM ACETATE, TRIS/HCL, pH 8.1, VAPOR DIFFUSION, SITTING DROP, temperature 293K",2.42,49.27,8.1,293,HANGING DROP,"{'PEG3350': '100% (w/v)', 'SODIUM ACETATE': '100 mM', 'TRIS/HCL': '50 mM'}","{
  ""pH"": 8.1,
  ""temperature"": 293,
  ""reagents"": {
    ""PEG3350"": ""100% (w/v)"",
    ""SODIUM ACETATE"": ""100 mM"",
    ""TRIS/HCL"": ""50 mM""
  },
  ""method"": ""HANGING DROP""
}
  																		"
1LR4,1LR4,Room Temperature Crystal Structure of the Apo-form of the catalytic subunit of protein kinase CK2 from Zea mays,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",8.0,293.0,"PEG4000, sodium acetate, Tris/HCl, pH 8.0, VAPOR DIFFUSION, SITTING DROP, temperature 293K",2.46,50.09,8.0,293,"VAPOR DIFFUSION, HANGING DROP",{},"{
  ""pH"": 8.0,
  ""temperature"": 293,
  ""reagents"": {},
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
  																		"
1V6S,1V6S,Crystal Structure of Phosphoglycerate Kinase from Thermus thermophilus HB8,X-RAY DIFFRACTION,1.0,MICROBATCH,5.3,291.0,"sodium formate, acetate, pH 5.3, microbatch, temperature 291K",2.7,54.05,5.3,291,MICROBATCH,{},"{
  ""pH"": 5.3,
  ""temperature"": 291,
  ""reagents"": {
    ""sodium formate"": ""0.1M"",
    ""acetate"": ""0.05M""
  },
  ""method"": ""MICROBATCH""
}
								   									"
2WE5,2WE5,Carbamate kinase from Enterococcus faecalis bound to MgADP,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",,277.0,"CRYSTALS WERE OBTAINED AT 4 DEGREES USING THE HANGING DROP VAPOUR DIFFUSION METHOD BY MIXING 1.5 MIRCROLITERS OF A 10 MG/ML PROTEIN SOLUTION IN 5 MM SODIUM CACODYLATE PH 6.5, 2 MM ADP, 5 MM MGCL2 AND 50 MM SODIUM PHOPHONOACETATE, AND 1.5 MICROLITERS OF THE RESERVOIR BUFFER CONTAINING 13-16% PEG 8000, 130-160 MM MAGNESIUM ACETATE AND 0.1 M SODIUM CACODYLATE PH 6.5",2.25,45.0,6.5,277,HANGING DROP,"{'10 mg/ml protein solution': '10 mg/ml', '5 mM sodium cacodylate': '5 mM', '2 mM ADP': '2 mM', '5 mM MgCl2': '5 mM', '50 mM sodium phophonoacetate': '50 mM', '13-16% PEG 8000': '13-16%', '130-160 mM magnesium acetate': '130-160 mM', '0.1 M sodium cacodylate': '0.1 M'}","{
    ""pH"": 6.5,
    ""temperature"": 277,
    ""reagents"": {
        ""10 mg/ml protein solution"": ""10 mg/ml"",
        ""5 mM sodium cacodylate"": ""5 mM"",
        ""2 mM ADP"": ""2 mM"",
        ""5 mM MgCl2"": ""5 mM"",
        ""50 mM sodium phophonoacetate"": ""50 mM"",
        ""13-16% PEG 8000"": ""13-16%"",
        ""130-160 mM magnesium acetate"": ""130-160 mM"",
        ""0.1 M sodium cacodylate"": ""0.1 M""
    },
    ""method"": ""HANGING DROP""
}
  																		"
2C47,2C47,Structure of casein kinase 1 gamma 2,X-RAY DIFFRACTION,1.0,,6.5,,"0.1 M NACACOD PH=6.5 20% PEG10K 0.2 M MGCL2, pH 6.50",3.0,59.0,6.5,6.5,HANGING DROP,"{'NACACOD': '0.1M', 'PEG10K': '20%', 'MgCl2': '0.2M'}","{
  ""pH"": 6.5,
  ""temperature"": 6.5,
  ""reagents"": {
    ""NACACOD"": ""0.1M"",
    ""PEG10K"": ""20%"",
    ""MgCl2"": ""0.2M""
  },
  ""method"": ""HANGING DROP""
}
  																		"
6SWJ,6SWJ,"The kinase domain of GanS, a histidine kinase from Geobacillus stearothermophilus (with Pt)",X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",,298.0,"30% PEG 3350, 1.05 M KSCN, 0.1 M Bis-Tris propane pH 6.3",2.44,49.68,6.3,278,MICROBATCH,"{'PEG 3350': '30%', 'KSCN': '1.05 M', 'Bis-Tris propane': '0.1 M'}","{
  ""pH"": 6.3,
  ""temperature"": 278,
  ""reagents"": {
    ""PEG 3350"": ""30%"",
    ""KSCN"": ""1.05 M"",
    ""Bis-Tris propane"": ""0.1 M""
  },
  ""method"": ""MICROBATCH""
}
  				  										  "
6SWK,6SWK,"The kinase domain of GanS, a histidine kinase from Geobacillus stearothermophilus",X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",,298.0,"30% PEG 3350, 1.05 M KSCN, 0.1 M Bis-Tris propane pH 6.3",2.48,50.38,6.3,280.15,MICROBATCH,"{'PEG 3350': '30% (w/w)', 'KSCN': '1.05 M', 'Bis-Tris propane pH 6.3': '0.1 M'}","{
  ""pH"": 6.3,
  ""temperature"": 280.15,
  ""reagents"": {
    ""PEG 3350"": ""30% (w/w)"",
    ""KSCN"": ""1.05 M"",
    ""Bis-Tris propane pH 6.3"": ""0.1 M""
  },
  ""method"": ""MICROBATCH""
}
"
2BMU,2BMU,UMP KINASE FROM PYROCOCCUS FURIOSUS COMPLEXED WITH ITS SUBSTRATE UMP AND ITS SUBSTRATE ANALOG AMPPNP,X-RAY DIFFRACTION,1.0,,8.0,,"3.5 M SODIUM FORMATE, pH 8.00",2.42,48.85,8.0,293.15,"VAPOR DIFFUSION, HANGING DROP",{'sodium formate': '3.5 M'},"{
  ""pH"": 8.0,
  ""temperature"": 293.15,
  ""reagents"": {
    ""sodium formate"": ""3.5 M""
  },
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
		"
3EHG,3EHG,Crystal structure of the ATP-binding domain of DesK in complex with ATP,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",9.0,293.0,"pH 9, vapor diffusion, hanging drop, temperature 293K",2.78,55.81,9,293,"Vapor Diffusion, Hanging Drop",null,"{
  ""pH"": 9,
  ""temperature"": 293,
  ""reagents"": {
    ""HEPES"": ""0.1M"",
    ""ammonium sulfate"": ""0.4M"",
    ""PEG400"": ""20%""
  },
  ""method"": ""Vapor Diffusion, Hanging Drop""
}
  					  											"
3IS5,3IS5,"Crystal structure of CDPK kinase domain from toxoplasma Gondii, TGME49_018720",X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",9.5,293.0,"0.1 M Glycine pH 9.5, 13.6% PEG8000, 0.2 M MgCl2, VAPOR DIFFUSION, HANGING DROP, temperature 293K",2.94,58.19,9.5,293,"VAPOR DIFFUSION, HANGING DROP","{'Glycine': '0.1M', 'PEG8000': '13.6%', 'MgCl2': '0.2M'}","{
	""pH"": 9.5,
	""temperature"": 293,
	""reagents"": {
		""Glycine"": ""0.1M"",
		""PEG8000"": ""13.6%"",
		""MgCl2"": ""0.2M""
	},
	""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
																		"
7AK3,7AK3,CLK1 bound with CAF052,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",9.3,278.0,"23% PEG 6000, 0.1 M bicine",2.53,51.3,7.5,280,"VAPOR DIFFUSION, HANGING DROP","{'PEG 6000': '23%', 'bicine': '0.1M'}","{
  ""pH"": 7.5,
  ""temperature"": 280,
  ""reagents"": {
    ""PEG 6000"": ""23%"",
    ""bicine"": ""0.1M""
  },
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
  																		"
3ZZI,3ZZI,Crystal structure of a tetrameric acetylglutamate kinase from Saccharomyces cerevisiae,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",7.0,277.0,"PROTEIN WAS SUBJECTED TO REDUCTIVE METHYLATION OF SURFACE EXPOSED LYSINES WITH ABC PREVIOUS TO CRYSTALLIZATION. 10 MG/ML PROTEIN IN 20MM HEPES PH 7.5, 0.5 M NACL, 1MM MSH, AND SUPPLEMENTED WITH 40 MM NAG, WAS CRYSTALLIZED IN PRESENCE OF 0.2 M AMMONIUM CITRATE PH 7.0 AND 12 % PEG3350 AS CRYSTALLIZATION SOLUTION, IN SITTING DROPS AT 4C. CRYOBUFFER SOLUTION WAS THAT OF CRYSTALLIZATION WITH PEG3350 ENRICHED TO 40 %.",2.64,54.0,7.5,4,HANGING DROP,"{'HEPES': '20MM', 'sodium chloride': '0.5M', 'MSH': '1MM', 'NAG': '40MM', 'ammonium citrate': '0.2M', 'PEG3350': '12% (w/v)'}","{
}
           									"
3OZA,3OZA,Crystal Structure of Plasmodium falciparum 3-Phosphoglycerate Kinase,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",7.5,298.0,"AMMONIUM SULFATE, HEPES, pH 7.5, VAPOR DIFFUSION, HANGING DROP, temperature 298K",3.22,61.79,7.5,298,"VAPOR DIFFUSION, HANGING DROP","{'AMMONIUM SULFATE': '0.1 M', 'HEPES': '0.05 M'}","{
  ""pH"": 7.5,
  ""temperature"": 298,
  ""reagents"": {
    ""AMMONIUM SULFATE"": ""0.1 M"",
    ""HEPES"": ""0.05 M""
  },
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
  																		"
4YFF,4YFF,TNNI3K complexed with inhibitor 2,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",7.0,277.0,"8% PEG3350, 0.1M ammonium sulfate, and 0.1M Hepes pH 7.0",3.02,59.27,7.0,277,MICROBATCH,"{'PEG 3350': '8%', 'ammonium sulfate': '0.1M', 'HEPES': '0.1M'}","{
  ""pH"": 7.0,
  ""temperature"": 277,
  ""reagents"": {
    ""PEG 3350"": ""8%"",
    ""ammonium sulfate"": ""0.1M"",
    ""HEPES"": ""0.1M""
  },
  ""method"": ""MICROBATCH""
}
  "
9BIK,9BIK,Crystal structure of inhibitor 1 bound to HPK1,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",8.5,292.0,"0.1 M Tris-HCl, pH 8.5, 0.25 M sodium tartrate and 12% PEG 8000",2.33,47.22,8.5,293,HANGING DROP,"{'Tris-HCl': '0.1M', 'sodium tartrate': '0.25M', 'PEG 8000': '12%'}","{
  ""pH"": 8.5,
  ""temperature"": 293,
  ""reagents"": {
    ""Tris-HCl"": ""0.1M"",
    ""sodium tartrate"": ""0.25M"",
    ""PEG 8000"": ""12%""
  },
  ""method"": ""HANGING DROP""
}
  "
